Model,Scenario,Region,indicator,unit,year,emissions
GCAM,No policy,Africa_Southern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,297.4129657
GCAM,No policy,Africa_Western,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,425.9767228
GCAM,No policy,Argentina,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,326.5045782
GCAM,No policy,Australia/New Zealand,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,380.8909964
GCAM,No policy,Brazil,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,1128.882199
GCAM,No policy,Canada,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,492.4084984
GCAM,No policy,Central America and Caribbean,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,275.1748866
GCAM,No policy,Central Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,733.3414481
GCAM,No policy,China,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,12959.34333
GCAM,No policy,Colombia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,193.3124901
GCAM,No policy,EU-12,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,1040.288891
GCAM,No policy,EU-15,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,3134.069355
GCAM,No policy,European Free Trade Association,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,85.22838479
GCAM,No policy,Europe_Eastern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,391.6038612
GCAM,No policy,Europe_Non_EU,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,789.0149321
GCAM,No policy,India,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,4809.085637
GCAM,No policy,Indonesia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,1436.07648
GCAM,No policy,Japan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,1272.249871
GCAM,No policy,Mexico,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,588.7392738
GCAM,No policy,Middle East,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,2627.904701
GCAM,No policy,Pakistan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,486.0219457
GCAM,No policy,Russia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,1518.02503
GCAM,No policy,South Africa,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,398.8061227
GCAM,No policy,South America_Northern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,330.3684112
GCAM,No policy,South America_Southern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,454.6157277
GCAM,No policy,South Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,453.8471137
GCAM,No policy,Southeast Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,2384.146176
GCAM,No policy,South Korea,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,655.0692703
GCAM,No policy,Taiwan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,406.2898346
GCAM,No policy,United States,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,6220.389586
GCAM,No policy,World,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,47492.60934
GCAM,Paris - Continued ambition,Africa_Eastern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,98.54750348
GCAM,Paris - Continued ambition,Africa_Northern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,667.48847
GCAM,Paris - Continued ambition,Africa_Southern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,273.9039471
GCAM,Paris - Continued ambition,Africa_Western,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,403.6362495
GCAM,Paris - Continued ambition,Argentina,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,229.1512693
GCAM,Paris - Continued ambition,Australia/New Zealand,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,193.1963082
GCAM,Paris - Continued ambition,Brazil,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,357.58972
GCAM,Paris - Continued ambition,Canada,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,303.3680721
GCAM,Paris - Continued ambition,Central America and Caribbean,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,292.2631524
GCAM,Paris - Continued ambition,Central Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,623.1509472
GCAM,Paris - Continued ambition,China,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,11977.63307
GCAM,Paris - Continued ambition,Colombia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,139.2989755
GCAM,Paris - Continued ambition,EU-12,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,627.1926806
GCAM,Paris - Continued ambition,EU-15,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,1806.712011
GCAM,Paris - Continued ambition,European Free Trade Association,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,84.94219229
GCAM,Paris - Continued ambition,Europe_Eastern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,339.0217938
GCAM,Paris - Continued ambition,Europe_Non_EU,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,671.926476
GCAM,Paris - Continued ambition,India,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,4043.074615
GCAM,Paris - Continued ambition,Indonesia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,1483.341603
GCAM,Paris - Continued ambition,Japan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,1023.01275
GCAM,Paris - Continued ambition,Mexico,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,553.9396029
GCAM,Paris - Continued ambition,Middle East,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,2519.908514
GCAM,Paris - Continued ambition,Pakistan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,496.1162344
GCAM,Paris - Continued ambition,Russia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,1442.616066
GCAM,Paris - Continued ambition,South Africa,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,395.7693774
GCAM,Paris - Continued ambition,South America_Northern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,348.3044802
GCAM,Paris - Continued ambition,South America_Southern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,387.603036
GCAM,Paris - Continued ambition,South Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,424.1025929
GCAM,Paris - Continued ambition,Southeast Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,2444.134052
GCAM,Paris - Continued ambition,South Korea,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,492.910912
GCAM,Paris - Continued ambition,Taiwan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,409.5357524
GCAM,Paris - Continued ambition,United States,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,2916.466428
GCAM,Paris - Continued ambition,World,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,38469.85885
GCAM,Paris - Increased ambition,Africa_Eastern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,98.54750349
GCAM,Paris - Increased ambition,Africa_Northern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,667.48847
GCAM,Paris - Increased ambition,Africa_Southern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,273.9039471
GCAM,Paris - Increased ambition,Africa_Western,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,403.6362495
GCAM,Paris - Increased ambition,Argentina,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,229.1512693
GCAM,Paris - Increased ambition,Australia/New Zealand,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,193.1963081
GCAM,Paris - Increased ambition,Brazil,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,357.58972
GCAM,Paris - Increased ambition,Canada,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,303.3680721
GCAM,Paris - Increased ambition,Central America and Caribbean,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,292.2631524
GCAM,Paris - Increased ambition,Central Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,623.1509472
GCAM,Paris - Increased ambition,China,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,11977.63307
GCAM,Paris - Increased ambition,Colombia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,139.2989755
GCAM,Paris - Increased ambition,EU-12,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,627.1926806
GCAM,Paris - Increased ambition,EU-15,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,1806.712011
GCAM,Paris - Increased ambition,European Free Trade Association,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,84.94219229
GCAM,Paris - Increased ambition,Europe_Eastern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,339.0217938
GCAM,Paris - Increased ambition,Europe_Non_EU,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,671.926476
GCAM,Paris - Increased ambition,India,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,4043.074615
GCAM,Paris - Increased ambition,Indonesia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,1483.341603
GCAM,Paris - Increased ambition,Japan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,1023.01275
GCAM,Paris - Increased ambition,Mexico,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,553.9396029
GCAM,Paris - Increased ambition,Middle East,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,2519.908514
GCAM,Paris - Increased ambition,Pakistan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,496.1162344
GCAM,Paris - Increased ambition,Russia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,1442.616066
GCAM,Paris - Increased ambition,South Africa,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,395.7693774
GCAM,Paris - Increased ambition,South America_Northern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,348.3044802
GCAM,Paris - Increased ambition,South America_Southern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,387.603036
GCAM,Paris - Increased ambition,South Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,424.1025929
GCAM,Paris - Increased ambition,Southeast Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,2444.134052
GCAM,Paris - Increased ambition,South Korea,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,492.9109121
GCAM,Paris - Increased ambition,Taiwan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,409.5357524
GCAM,Paris - Increased ambition,United States,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,2916.466428
GCAM,Paris - Increased ambition,World,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,38469.85885
GCAM,Low policy,Africa_Eastern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,245.0230055
GCAM,Low policy,Africa_Northern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,688.2595014
GCAM,Low policy,Africa_Southern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,271.9693997
GCAM,Low policy,Africa_Western,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,442.1168741
GCAM,Low policy,Argentina,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,349.0298041
GCAM,Low policy,Australia/New Zealand,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,434.7313831
GCAM,Low policy,Brazil,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,930.3603011
GCAM,Low policy,Canada,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,464.2505219
GCAM,Low policy,Central America and Caribbean,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,359.6998934
GCAM,Low policy,Central Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,827.5720595
GCAM,Low policy,China,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,14362.39864
GCAM,Low policy,Colombia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,261.1547835
GCAM,Low policy,EU-12,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,1009.829218
GCAM,Low policy,EU-15,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,2878.795179
GCAM,Low policy,European Free Trade Association,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,75.91404619
GCAM,Low policy,Europe_Eastern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,417.9759863
GCAM,Low policy,Europe_Non_EU,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,803.5487519
GCAM,Low policy,India,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,6428.398676
GCAM,Low policy,Indonesia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,1896.142708
GCAM,Low policy,Japan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,1152.034088
GCAM,Low policy,Mexico,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,595.8556191
GCAM,Low policy,Middle East,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,2888.209835
GCAM,Low policy,Pakistan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,696.1621478
GCAM,Low policy,Russia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,1607.818094
GCAM,Low policy,South Africa,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,348.9240299
GCAM,Low policy,South America_Northern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,371.5723154
GCAM,Low policy,South America_Southern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,532.8752781
GCAM,Low policy,South Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,652.8225754
GCAM,Low policy,Southeast Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,3087.871944
GCAM,Low policy,South Korea,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,624.7748958
GCAM,Low policy,Taiwan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,415.9105519
GCAM,Low policy,United States,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,6398.756486
GCAM,Low policy,World,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,52520.7586
GCAM,No policy,Africa_Eastern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,294.8584411
GCAM,No policy,Africa_Northern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,786.1928177
GCAM,No policy,Africa_Southern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,397.959233
GCAM,No policy,Africa_Western,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,795.9607021
GCAM,No policy,Argentina,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,387.2358965
GCAM,No policy,Australia/New Zealand,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,501.6478806
GCAM,No policy,Brazil,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,1443.863821
GCAM,No policy,Canada,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,558.2306529
GCAM,No policy,Central America and Caribbean,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,413.7247219
GCAM,No policy,Central Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,844.7993378
GCAM,No policy,China,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,14643.50354
GCAM,No policy,Colombia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,294.5452316
GCAM,No policy,EU-12,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,1116.623155
GCAM,No policy,EU-15,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,3276.733994
GCAM,No policy,European Free Trade Association,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,98.40840331
GCAM,No policy,Europe_Eastern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,426.8052434
GCAM,No policy,Europe_Non_EU,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,867.9698533
GCAM,No policy,India,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,6758.146157
GCAM,No policy,Indonesia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,1974.421192
GCAM,No policy,Japan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,1325.954687
GCAM,No policy,Mexico,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,694.3139665
GCAM,No policy,Middle East,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,3084.51972
GCAM,No policy,Pakistan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,740.06863
GCAM,No policy,Russia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,1667.730927
GCAM,No policy,South Africa,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,377.6667529
GCAM,No policy,South America_Northern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,388.1462581
GCAM,No policy,South America_Southern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,618.2897234
GCAM,No policy,South Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,726.7841733
GCAM,No policy,Southeast Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,3245.813352
GCAM,No policy,South Korea,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,681.7745078
GCAM,No policy,Taiwan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,450.4202211
GCAM,No policy,United States,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,7205.038414
GCAM,No policy,World,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,57088.15161
GCAM,Paris - Continued ambition,Africa_Eastern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,222.0684109
GCAM,Paris - Continued ambition,Africa_Northern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,665.1402945
GCAM,Paris - Continued ambition,Africa_Southern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,286.3844699
GCAM,Paris - Continued ambition,Africa_Western,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,454.0841902
GCAM,Paris - Continued ambition,Argentina,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,203.918548
GCAM,Paris - Continued ambition,Australia/New Zealand,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,161.9460728
GCAM,Paris - Continued ambition,Brazil,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,961.8708895
GCAM,Paris - Continued ambition,Canada,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,353.652168
GCAM,Paris - Continued ambition,Central America and Caribbean,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,338.7872935
GCAM,Paris - Continued ambition,Central Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,598.2664165
GCAM,Paris - Continued ambition,China,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,11562.38957
GCAM,Paris - Continued ambition,Colombia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,149.6905894
GCAM,Paris - Continued ambition,EU-12,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,453.9144128
GCAM,Paris - Continued ambition,EU-15,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,1329.102382
GCAM,Paris - Continued ambition,European Free Trade Association,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,73.24930058
GCAM,Paris - Continued ambition,Europe_Eastern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,325.1604186
GCAM,Paris - Continued ambition,Europe_Non_EU,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,609.9999928
GCAM,Paris - Continued ambition,India,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,5379.299482
GCAM,Paris - Continued ambition,Indonesia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,1883.325061
GCAM,Paris - Continued ambition,Japan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,877.6013934
GCAM,Paris - Continued ambition,Mexico,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,491.465984
GCAM,Paris - Continued ambition,Middle East,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,2763.866412
GCAM,Paris - Continued ambition,Pakistan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,720.0633331
GCAM,Paris - Continued ambition,Russia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,1524.857336
GCAM,Paris - Continued ambition,South Africa,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,340.1910374
GCAM,Paris - Continued ambition,South America_Northern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,357.1358614
GCAM,Paris - Continued ambition,South America_Southern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,423.0706813
GCAM,Paris - Continued ambition,South Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,611.087891
GCAM,Paris - Continued ambition,Southeast Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,2904.240204
GCAM,Paris - Continued ambition,South Korea,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,467.406387
GCAM,Paris - Continued ambition,Taiwan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,419.2334092
GCAM,Paris - Continued ambition,United States,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,1873.052839
GCAM,Paris - Continued ambition,World,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,39785.52273
GCAM,Paris - Increased ambition,Africa_Eastern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,194.6544989
GCAM,Paris - Increased ambition,Africa_Northern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,476.3842959
GCAM,Paris - Increased ambition,Africa_Southern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,337.5710585
GCAM,Paris - Increased ambition,Africa_Western,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,391.7608237
GCAM,Paris - Increased ambition,Argentina,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,213.5663652
GCAM,Paris - Increased ambition,Australia/New Zealand,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,189.9259216
GCAM,Paris - Increased ambition,Brazil,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,1100.781921
GCAM,Paris - Increased ambition,Canada,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,315.4393582
GCAM,Paris - Increased ambition,Central America and Caribbean,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,269.9344334
GCAM,Paris - Increased ambition,Central Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,571.357941
GCAM,Paris - Increased ambition,China,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,10737.26957
GCAM,Paris - Increased ambition,Colombia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,208.4189771
GCAM,Paris - Increased ambition,EU-12,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,475.4013121
GCAM,Paris - Increased ambition,EU-15,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,1377.941094
GCAM,Paris - Increased ambition,European Free Trade Association,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,51.69987603
GCAM,Paris - Increased ambition,Europe_Eastern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,266.5906758
GCAM,Paris - Increased ambition,Europe_Non_EU,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,517.6580828
GCAM,Paris - Increased ambition,India,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,3954.835932
GCAM,Paris - Increased ambition,Indonesia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2040,1447.071779
