Model,Scenario,Region,indicator,unit,year,emissions
GCAM,Paris - Continued ambition,Indonesia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,1336.89632
GCAM,Paris - Continued ambition,Japan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,1170.380675
GCAM,Paris - Continued ambition,Mexico,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,505.8342181
GCAM,Paris - Continued ambition,Middle East,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,1939.532088
GCAM,Paris - Continued ambition,Pakistan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,157.4153639
GCAM,Paris - Continued ambition,Russia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,1297.461501
GCAM,Paris - Continued ambition,South Africa,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,439.3751409
GCAM,Paris - Continued ambition,South America_Northern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,207.4319486
GCAM,Paris - Continued ambition,South America_Southern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,246.9307031
GCAM,Paris - Continued ambition,South Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,66.61174573
GCAM,Paris - Continued ambition,Southeast Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,1654.90252
GCAM,Paris - Continued ambition,South Korea,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,620.7848084
GCAM,Paris - Continued ambition,Taiwan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,286.6502665
GCAM,Paris - Continued ambition,United States,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,5674.747072
GCAM,Paris - Continued ambition,World,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,36595.38074
GCAM,Paris - Increased ambition,Africa_Eastern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,223.2126823
GCAM,Paris - Increased ambition,Africa_Northern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,465.7677276
GCAM,Paris - Increased ambition,Africa_Southern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,213.506448
GCAM,Paris - Increased ambition,Africa_Western,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,1265.193158
GCAM,Paris - Increased ambition,Argentina,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,557.8009953
GCAM,Paris - Increased ambition,Australia/New Zealand,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,546.9975281
GCAM,Paris - Increased ambition,Brazil,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,1364.813795
GCAM,Paris - Increased ambition,Canada,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,731.6310378
GCAM,Paris - Increased ambition,Central America and Caribbean,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,205.3403295
GCAM,Paris - Increased ambition,Central Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,502.8223678
GCAM,Paris - Increased ambition,China,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,8519.147919
GCAM,Paris - Increased ambition,Colombia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,27.40091474
GCAM,Paris - Increased ambition,EU-12,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,584.3922531
GCAM,Paris - Increased ambition,EU-15,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,3168.340613
GCAM,Paris - Increased ambition,European Free Trade Association,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,73.18809702
GCAM,Paris - Increased ambition,Europe_Eastern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,318.9844511
GCAM,Paris - Increased ambition,Europe_Non_EU,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,337.6665316
GCAM,Paris - Increased ambition,India,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,1884.219524
GCAM,Paris - Increased ambition,Indonesia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,1336.89632
GCAM,Paris - Increased ambition,Japan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,1170.380675
GCAM,Paris - Increased ambition,Mexico,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,505.8342181
GCAM,Paris - Increased ambition,Middle East,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,1939.532088
GCAM,Paris - Increased ambition,Pakistan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,157.4153639
GCAM,Paris - Increased ambition,Russia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,1297.461501
GCAM,Paris - Increased ambition,South Africa,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,439.3751409
GCAM,Paris - Increased ambition,South America_Northern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,207.4319486
GCAM,Paris - Increased ambition,South America_Southern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,246.9307031
GCAM,Paris - Increased ambition,South Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,66.61174573
GCAM,Paris - Increased ambition,Southeast Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,1654.90252
GCAM,Paris - Increased ambition,South Korea,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,620.7848084
GCAM,Paris - Increased ambition,Taiwan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,286.6502665
GCAM,Paris - Increased ambition,United States,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,5674.747072
GCAM,Paris - Increased ambition,World,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2010,36595.38074
GCAM,Low policy,Africa_Eastern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,8.801821901
GCAM,Low policy,Africa_Northern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,597.0830176
GCAM,Low policy,Africa_Southern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,248.8333379
GCAM,Low policy,Africa_Western,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,278.6306676
GCAM,Low policy,Argentina,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,261.1850951
GCAM,Low policy,Australia/New Zealand,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,233.6736596
GCAM,Low policy,Brazil,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,819.3486666
GCAM,Low policy,Canada,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,381.6466204
GCAM,Low policy,Central America and Caribbean,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,194.6347149
GCAM,Low policy,Central Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,606.0487972
GCAM,Low policy,China,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,10837.10146
GCAM,Low policy,Colombia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,140.7453477
GCAM,Low policy,EU-12,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,1020.24182
GCAM,Low policy,EU-15,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,3101.759358
GCAM,Low policy,European Free Trade Association,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,74.68349381
GCAM,Low policy,Europe_Eastern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,364.9399678
GCAM,Low policy,Europe_Non_EU,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,665.8674851
GCAM,Low policy,India,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,2940.296278
GCAM,Low policy,Indonesia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,934.1796325
GCAM,Low policy,Japan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,1274.14806
GCAM,Low policy,Mexico,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,502.7389301
GCAM,Low policy,Middle East,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,2195.685925
GCAM,Low policy,Pakistan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,306.424008
GCAM,Low policy,Russia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,1352.599083
GCAM,Low policy,South Africa,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,386.5726457
GCAM,Low policy,South America_Northern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,284.6686319
GCAM,Low policy,South America_Southern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,297.8334244
GCAM,Low policy,South Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,230.0817059
GCAM,Low policy,Southeast Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,1763.774483
GCAM,Low policy,South Korea,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,643.4210939
GCAM,Low policy,Taiwan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,350.2136367
GCAM,Low policy,United States,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,5456.582757
GCAM,Low policy,World,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,38754.44563
GCAM,No policy,Africa_Eastern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,8.801821901
GCAM,No policy,Africa_Northern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,597.0830176
GCAM,No policy,Africa_Southern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,248.8333379
GCAM,No policy,Africa_Western,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,278.6306676
GCAM,No policy,Argentina,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,261.1850951
GCAM,No policy,Australia/New Zealand,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,233.6736596
GCAM,No policy,Brazil,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,819.3486666
GCAM,No policy,Canada,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,381.6466204
GCAM,No policy,Central America and Caribbean,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,194.6347149
GCAM,No policy,Central Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,606.0487972
GCAM,No policy,China,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,10837.10146
GCAM,No policy,Colombia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,140.7453477
GCAM,No policy,EU-12,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,1020.24182
GCAM,No policy,EU-15,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,3101.759358
GCAM,No policy,European Free Trade Association,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,74.68349381
GCAM,No policy,Europe_Eastern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,364.9399678
GCAM,No policy,Europe_Non_EU,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,665.8674851
GCAM,No policy,India,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,2940.296278
GCAM,No policy,Indonesia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,934.1796325
GCAM,No policy,Japan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,1274.14806
GCAM,No policy,Mexico,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,502.7389301
GCAM,No policy,Middle East,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,2195.685925
GCAM,No policy,Pakistan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,306.424008
GCAM,No policy,Russia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,1352.599083
GCAM,No policy,South Africa,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,386.5726457
GCAM,No policy,South America_Northern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,284.6686319
GCAM,No policy,South America_Southern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,297.8334244
GCAM,No policy,South Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,230.0817059
GCAM,No policy,Southeast Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,1763.774483
GCAM,No policy,South Korea,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,643.4210941
GCAM,No policy,Taiwan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,350.2136367
GCAM,No policy,United States,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,5456.582757
GCAM,No policy,World,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,38754.44563
GCAM,Paris - Continued ambition,Africa_Eastern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,46.87997505
GCAM,Paris - Continued ambition,Africa_Northern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,595.0361357
GCAM,Paris - Continued ambition,Africa_Southern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,319.3556217
GCAM,Paris - Continued ambition,Africa_Western,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,435.691652
GCAM,Paris - Continued ambition,Argentina,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,290.8734881
GCAM,Paris - Continued ambition,Australia/New Zealand,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,233.2270646
GCAM,Paris - Continued ambition,Brazil,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,1088.036896
GCAM,Paris - Continued ambition,Canada,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,404.6497315
GCAM,Paris - Continued ambition,Central America and Caribbean,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,220.271799
GCAM,Paris - Continued ambition,Central Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,614.85452
GCAM,Paris - Continued ambition,China,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,11068.87116
GCAM,Paris - Continued ambition,Colombia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,165.141439
GCAM,Paris - Continued ambition,EU-12,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,814.8523862
GCAM,Paris - Continued ambition,EU-15,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,2460.873265
GCAM,Paris - Continued ambition,European Free Trade Association,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,67.45168867
GCAM,Paris - Continued ambition,Europe_Eastern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,369.3855416
GCAM,Paris - Continued ambition,Europe_Non_EU,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,693.5771591
GCAM,Paris - Continued ambition,India,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,2723.999296
GCAM,Paris - Continued ambition,Indonesia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,1022.181388
GCAM,Paris - Continued ambition,Japan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,1157.889493
GCAM,Paris - Continued ambition,Mexico,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,388.227961
GCAM,Paris - Continued ambition,Middle East,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,2203.938645
GCAM,Paris - Continued ambition,Pakistan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,309.642498
GCAM,Paris - Continued ambition,Russia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,1357.793762
GCAM,Paris - Continued ambition,South Africa,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,388.8778765
GCAM,Paris - Continued ambition,South America_Northern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,300.3997521
GCAM,Paris - Continued ambition,South America_Southern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,353.599337
GCAM,Paris - Continued ambition,South Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,244.9941027
GCAM,Paris - Continued ambition,Southeast Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,1931.993914
GCAM,Paris - Continued ambition,South Korea,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,483.1406847
GCAM,Paris - Continued ambition,Taiwan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,350.7728999
GCAM,Paris - Continued ambition,United States,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,4273.840899
GCAM,Paris - Continued ambition,World,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,37380.32204
GCAM,Paris - Increased ambition,Africa_Eastern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,46.87997505
GCAM,Paris - Increased ambition,Africa_Northern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,595.0361357
GCAM,Paris - Increased ambition,Africa_Southern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,319.3556217
GCAM,Paris - Increased ambition,Africa_Western,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,435.691652
GCAM,Paris - Increased ambition,Argentina,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,290.8734881
GCAM,Paris - Increased ambition,Australia/New Zealand,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,233.2270646
GCAM,Paris - Increased ambition,Brazil,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,1088.036896
GCAM,Paris - Increased ambition,Canada,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,404.6497315
GCAM,Paris - Increased ambition,Central America and Caribbean,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,220.271799
GCAM,Paris - Increased ambition,Central Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,614.85452
GCAM,Paris - Increased ambition,China,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,11068.87116
GCAM,Paris - Increased ambition,Colombia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,165.141439
GCAM,Paris - Increased ambition,EU-12,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,814.8523862
GCAM,Paris - Increased ambition,EU-15,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,2460.873265
GCAM,Paris - Increased ambition,European Free Trade Association,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,67.45168867
GCAM,Paris - Increased ambition,Europe_Eastern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,369.3855416
GCAM,Paris - Increased ambition,Europe_Non_EU,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,693.5771591
GCAM,Paris - Increased ambition,India,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,2723.999296
GCAM,Paris - Increased ambition,Indonesia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,1022.181388
GCAM,Paris - Increased ambition,Japan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,1157.889493
GCAM,Paris - Increased ambition,Mexico,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,388.227961
GCAM,Paris - Increased ambition,Middle East,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,2203.938645
GCAM,Paris - Increased ambition,Pakistan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,309.642498
GCAM,Paris - Increased ambition,Russia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,1357.793762
GCAM,Paris - Increased ambition,South Africa,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,388.8778765
GCAM,Paris - Increased ambition,South America_Northern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,300.3997521
GCAM,Paris - Increased ambition,South America_Southern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,353.599337
GCAM,Paris - Increased ambition,South Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,244.9941027
GCAM,Paris - Increased ambition,Southeast Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,1931.993914
GCAM,Paris - Increased ambition,South Korea,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,483.1406847
GCAM,Paris - Increased ambition,Taiwan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,350.7728999
GCAM,Paris - Increased ambition,United States,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,4273.840899
GCAM,Paris - Increased ambition,World,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2020,37380.32204
GCAM,Low policy,Africa_Eastern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,94.60307767
GCAM,Low policy,Africa_Northern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,702.9175432
GCAM,Low policy,Africa_Southern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,297.4129657
GCAM,Low policy,Africa_Western,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,425.9767228
GCAM,Low policy,Argentina,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,326.5045782
GCAM,Low policy,Australia/New Zealand,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,380.8909964
GCAM,Low policy,Brazil,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,1128.882199
GCAM,Low policy,Canada,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,492.4084984
GCAM,Low policy,Central America and Caribbean,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,275.1748866
GCAM,Low policy,Central Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,733.3414481
GCAM,Low policy,China,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,12959.34333
GCAM,Low policy,Colombia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,193.3124901
GCAM,Low policy,EU-12,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,1040.288891
GCAM,Low policy,EU-15,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,3134.069355
GCAM,Low policy,European Free Trade Association,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,85.22838479
GCAM,Low policy,Europe_Eastern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,391.6038612
GCAM,Low policy,Europe_Non_EU,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,789.0149321
GCAM,Low policy,India,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,4809.085637
GCAM,Low policy,Indonesia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,1436.07648
GCAM,Low policy,Japan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,1272.249871
GCAM,Low policy,Mexico,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,588.7392738
GCAM,Low policy,Middle East,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,2627.904701
GCAM,Low policy,Pakistan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,486.0219457
GCAM,Low policy,Russia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,1518.02503
GCAM,Low policy,South Africa,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,398.8061227
GCAM,Low policy,South America_Northern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,330.3684112
GCAM,Low policy,South America_Southern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,454.6157277
GCAM,Low policy,South Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,453.8471137
GCAM,Low policy,Southeast Asia,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,2384.146176
GCAM,Low policy,South Korea,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,655.0692703
GCAM,Low policy,Taiwan,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,406.2898346
GCAM,Low policy,United States,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,6220.389586
GCAM,Low policy,World,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,47492.60934
GCAM,No policy,Africa_Eastern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,94.60307767
GCAM,No policy,Africa_Northern,Emissions|GHG Emissions by gas with LULUCF|CO2,Mt CO2e/yr,2030,702.9175432
